age,income,previous_purchases,customer_tenure_days,avg_basket_size,discount,campaign_response,channel,purchase
40,54400.0,2,372,55.36,0,0.094,online,0
47,30600.0,1,585,35.85,15,0.106,online,0
52,41500.0,4,862,31.29,20,0.087,in_store,1
27,33400.0,1,361,33.33,0,0.133,in_store,0
43,46700.0,4,328,45.84,0,0.182,in_store,1
41,50300.0,3,547,44.18,0,0.03,in_store,1
32,63300.0,2,294,62.03,0,0.052,in_store,0
49,27200.0,1,486,32.66,0,0.206,online,0
56,32600.0,2,412,22.22,0,0.0,in_store,0
44,45900.0,1,379,37.61,0,0.127,online,1
38,33200.0,1,212,25.68,0,0.036,in_store,0
33,30400.0,1,256,41.07,0,0.27,in_store,0
37,73200.0,4,875,54.55,25,0.188,in_store,1
58,87900.0,4,617,54.03,25,0.141,in_store,1
35,33800.0,2,1,35.42,0,0.082,in_store,1
33,16700.0,2,1,8.7,0,0.0,online,0
37,28800.0,1,516,21.62,0,0.201,in_store,0
39,54300.0,3,601,42.68,0,0.092,in_store,0
20,15000.0,0,1,28.9,0,0.038,online,0
50,52900.0,2,44,41.77,0,0.134,in_store,0
42,31100.0,2,317,25.94,20,0.133,online,0
34,26600.0,0,204,39.89,20,0.102,online,0
42,68400.0,4,221,42.11,10,0.033,online,0
42,71100.0,3,1,36.26,30,0.17,online,1
60,26400.0,2,67,26.46,20,0.259,in_store,1
34,33400.0,4,679,30.06,30,0.241,in_store,0
38,55500.0,3,219,33.7,0,0.155,online,1
46,51900.0,5,461,37.95,0,0.205,in_store,1
46,40500.0,1,152,25.99,25,0.25,online,1
40,41300.0,3,583,39.99,15,0.059,online,0
48,63700.0,2,345,63.15,20,0.0,in_store,1
31,45500.0,4,360,44.75,0,0.113,in_store,0
36,26900.0,1,331,18.74,0,0.088,in_store,1
24,32400.0,1,1,27.27,15,0.13,in_store,0
43,35800.0,1,1,57.57,0,0.0,in_store,0
32,34500.0,3,289,34.78,10,0.149,in_store,0
18,47300.0,2,413,26.56,15,0.0,in_store,1
54,52700.0,3,309,37.14,0,0.0,in_store,1
39,61700.0,1,852,36.4,20,0.023,online,0
37,69700.0,3,533,45.88,0,0.221,in_store,0
36,46600.0,0,371,41.15,25,0.0,online,1
46,56300.0,1,467,40.08,15,0.0,in_store,1
29,48400.0,1,705,35.4,0,0.01,in_store,0
34,16900.0,1,499,33.56,0,0.3,in_store,0
34,46400.0,3,1,41.83,0,0.202,in_store,1
41,42100.0,5,693,55.5,20,0.097,online,0
29,38200.0,2,580,22.55,0,0.167,in_store,1
44,56700.0,3,331,37.27,0,0.117,online,1
29,35000.0,2,441,45.92,0,0.024,online,1
30,59100.0,4,604,60.74,10,0.17,in_store,0
44,61800.0,5,753,45.15,20,0.134,in_store,1
24,47600.0,2,74,35.33,0,0.0,online,0
49,58700.0,3,653,55.07,15,0.142,in_store,1
55,58500.0,2,233,52.64,15,0.153,in_store,0
35,23200.0,1,1,25.03,20,0.075,in_store,1
51,57400.0,0,53,41.76,20,0.112,in_store,0
79,75800.0,3,633,39.71,25,0.29,in_store,1
40,43900.0,3,105,38.06,0,0.157,online,0
37,40000.0,2,574,27.89,0,0.199,in_store,0
48,50700.0,5,318,49.26,0,0.269,in_store,0
25,15000.0,1,1,26.96,0,0.0,in_store,1
40,39800.0,2,137,34.54,20,0.215,in_store,0
18,15000.0,0,591,22.63,10,0.05,online,0
25,22400.0,0,493,37.6,20,0.049,in_store,0
28,46000.0,4,133,40.63,30,0.04,online,1
28,44900.0,3,1,38.2,0,0.003,in_store,1
70,59900.0,2,554,36.59,0,0.0,online,0
18,21000.0,1,1,27.77,0,0.1,in_store,0
27,21700.0,1,311,26.5,0,0.035,online,0
50,16100.0,1,268,29.66,10,0.103,in_store,0
34,31300.0,1,306,43.28,20,0.082,online,1
35,35400.0,1,1,30.13,10,0.0,online,1
19,15000.0,0,304,31.1,0,0.0,in_store,1
64,56400.0,1,225,38.01,20,0.279,in_store,0
46,35000.0,2,529,41.11,20,0.058,online,1
18,25300.0,0,317,18.18,0,0.0,in_store,0
36,36000.0,2,598,44.45,15,0.178,in_store,1
18,31100.0,2,1,34.42,0,0.09,in_store,0
51,70600.0,3,251,49.28,20,0.016,online,1
45,49700.0,2,656,33.99,20,0.127,in_store,1
68,89300.0,6,629,62.18,30,0.347,in_store,1
56,44200.0,5,733,31.48,20,0.193,in_store,1
54,72200.0,2,170,49.37,5,0.217,in_store,1
35,47700.0,1,706,55.77,15,0.319,online,1
46,61100.0,2,1082,40.59,0,0.184,in_store,0
47,47400.0,4,18,32.06,0,0.092,online,0
47,46300.0,4,637,41.44,5,0.18,in_store,1
31,60300.0,3,370,50.69,20,0.228,online,0
46,56000.0,3,1,37.83,20,0.074,online,1
28,44000.0,4,274,32.31,0,0.194,in_store,0
49,36200.0,1,76,37.52,0,0.096,online,0
40,36900.0,2,352,34.4,20,0.0,in_store,1
45,34500.0,1,416,22.31,0,0.0,in_store,0
33,34900.0,4,214,37.0,5,0.058,in_store,1
41,54200.0,2,755,44.1,0,0.162,in_store,0
42,37000.0,2,350,37.22,15,0.21,in_store,1
57,69600.0,2,1,53.16,20,0.053,in_store,1
23,27100.0,1,350,29.42,0,0.0,in_store,0
33,65300.0,2,323,48.34,0,0.125,online,0
32,30200.0,1,242,33.76,0,0.102,in_store,0
30,44700.0,3,683,40.18,5,0.284,online,1
30,20400.0,2,1,32.22,0,0.141,in_store,0
56,55400.0,3,528,48.53,30,0.228,online,1
18,30000.0,1,194,18.91,10,0.056,in_store,1
29,25300.0,2,393,28.35,30,0.103,online,0
26,40700.0,4,449,45.01,0,0.08,in_store,0
34,20500.0,1,174,30.75,0,0.105,online,0
36,53500.0,2,406,28.16,20,0.174,online,0
36,57200.0,2,150,34.46,25,0.064,in_store,1
25,33800.0,1,1,43.28,20,0.136,in_store,1
40,56600.0,5,464,36.87,0,0.176,online,1
36,71400.0,6,631,52.32,25,0.212,online,1
32,85800.0,1,1,54.81,0,0.085,in_store,1
32,57600.0,4,318,42.29,10,0.185,online,0
50,39600.0,1,136,34.27,0,0.0,online,1
27,35500.0,2,508,38.29,0,0.196,online,1
63,61500.0,4,535,42.81,15,0.277,in_store,1
24,23200.0,1,128,41.11,0,0.139,online,0
24,65300.0,0,111,40.86,0,0.215,online,0
44,51600.0,1,178,39.4,15,0.007,online,0
48,52800.0,4,410,45.01,0,0.022,online,1
41,46400.0,3,881,46.5,0,0.107,online,0
43,44400.0,2,339,39.09,15,0.127,in_store,0
53,26700.0,1,237,27.73,30,0.138,in_store,0
30,60500.0,4,518,53.74,20,0.102,online,1
57,35600.0,1,184,33.35,0,0.179,online,0
41,71700.0,3,415,47.1,0,0.032,in_store,1
29,70300.0,1,537,47.19,10,0.091,in_store,1
35,28500.0,3,571,40.01,20,0.136,online,1
62,76500.0,5,666,51.78,20,0.056,in_store,0
48,23100.0,3,1,24.82,0,0.058,in_store,1
20,20200.0,2,20,38.97,20,0.049,online,0
32,50400.0,5,627,51.89,15,0.257,online,0
51,60300.0,4,299,44.28,10,0.33,online,0
45,67700.0,3,214,68.13,0,0.095,online,1
21,48100.0,1,596,30.87,0,0.0,online,0
45,43900.0,1,101,35.83,0,0.08,in_store,0
30,21200.0,2,1,37.73,0,0.155,in_store,1
41,65200.0,1,170,33.44,0,0.094,online,0
18,26600.0,2,119,22.6,20,0.03,online,1
23,29500.0,0,1,26.26,0,0.019,in_store,1
53,38200.0,4,645,23.06,0,0.088,in_store,0
41,26700.0,0,1,28.36,0,0.099,online,0
54,63800.0,5,516,29.54,5,0.297,in_store,1
44,59200.0,2,739,62.12,15,0.108,online,0
43,56500.0,2,402,50.37,0,0.16,online,0
39,51900.0,5,815,33.6,0,0.181,online,0
27,15000.0,2,463,21.13,0,0.0,in_store,0
46,25900.0,1,236,28.95,0,0.0,online,1
63,58600.0,0,57,53.35,10,0.0,in_store,1
37,42600.0,3,1,51.53,0,0.0,online,0
62,62600.0,3,345,44.52,0,0.0,online,1
33,66300.0,2,258,43.16,0,0.042,in_store,0
52,51700.0,5,249,40.55,0,0.102,in_store,0
29,50200.0,3,356,38.62,0,0.0,in_store,0
42,15000.0,1,1,30.52,0,0.055,in_store,0
54,50400.0,1,205,22.99,15,0.089,online,1
53,43200.0,1,68,35.91,0,0.135,in_store,1
38,49000.0,5,381,51.26,25,0.286,online,0
52,45400.0,3,339,28.23,30,0.052,online,0
42,29900.0,4,483,44.69,10,0.116,in_store,0
57,35200.0,3,254,36.99,0,0.127,in_store,1
18,23200.0,2,209,34.67,0,0.161,in_store,0
45,32700.0,1,255,34.35,0,0.103,online,1
30,41100.0,1,219,38.94,10,0.148,in_store,0
47,49700.0,2,304,34.62,0,0.059,online,1
42,47600.0,3,473,40.15,10,0.132,in_store,0
19,61400.0,0,604,47.68,0,0.094,online,1
56,65500.0,0,93,33.57,25,0.132,online,0
52,34500.0,7,772,23.27,20,0.146,online,0
50,52900.0,2,293,42.68,20,0.027,in_store,1
52,69400.0,8,294,59.48,20,0.169,online,1
18,23100.0,1,377,28.72,0,0.188,in_store,0
33,59800.0,0,239,52.66,15,0.05,in_store,1
32,72600.0,2,595,59.22,0,0.098,online,0
48,69600.0,3,359,45.98,10,0.147,in_store,1
54,77600.0,5,422,56.67,15,0.235,online,1
35,52700.0,3,110,25.29,25,0.136,in_store,0
18,40400.0,1,388,39.78,0,0.081,in_store,1
44,58000.0,2,362,38.23,0,0.0,online,0
37,50800.0,1,359,40.95,0,0.051,online,1
39,26900.0,2,514,25.54,0,0.14,in_store,0
39,39900.0,1,582,41.44,25,0.193,online,0
20,37300.0,1,566,38.93,0,0.0,in_store,0
47,37900.0,0,1,39.08,0,0.1,in_store,0
39,69100.0,4,515,32.49,0,0.103,online,1
49,76400.0,4,148,61.11,5,0.12,online,1
19,15000.0,0,102,28.41,0,0.012,in_store,0
22,45100.0,1,112,41.05,20,0.051,in_store,1
37,43800.0,2,562,36.16,20,0.0,in_store,0
40,66000.0,2,71,42.45,15,0.174,in_store,1
33,43900.0,1,459,33.58,0,0.033,online,0
42,28000.0,1,1,34.88,15,0.0,in_store,1
23,52100.0,0,1,47.7,15,0.265,in_store,1
37,56900.0,3,445,33.44,0,0.228,in_store,1
50,42200.0,1,340,39.79,0,0.065,online,0
50,79700.0,1,300,54.15,25,0.0,in_store,0
41,15000.0,2,132,21.93,10,0.019,in_store,0
25,15000.0,1,272,28.31,0,0.066,in_store,1
31,36500.0,0,12,26.34,0,0.009,in_store,0
37,34500.0,0,1,35.8,0,0.048,in_store,1
39,40600.0,2,423,37.69,5,0.051,online,1
25,15000.0,0,286,15.56,0,0.0,in_store,0
18,32800.0,0,428,26.75,0,0.0,in_store,0
36,40400.0,2,47,43.58,0,0.136,in_store,1
54,50600.0,4,396,42.01,0,0.098,in_store,1
45,72300.0,3,402,52.57,0,0.174,in_store,0
49,59800.0,4,1,37.86,0,0.0,in_store,1
43,57600.0,5,606,45.39,15,0.0,in_store,0
36,68600.0,3,598,41.39,10,0.092,online,0
43,44300.0,3,433,28.13,0,0.0,in_store,1
40,44100.0,3,97,44.49,15,0.054,online,0
42,26200.0,2,77,37.51,0,0.21,online,0
60,60100.0,8,214,49.07,20,0.309,online,1
30,15000.0,1,331,21.29,20,0.068,online,1
25,63000.0,3,489,34.0,0,0.0,online,0
43,49500.0,5,226,42.92,15,0.18,online,0
30,15100.0,1,162,27.65,0,0.0,in_store,1
39,38900.0,4,494,36.07,0,0.139,online,1
31,60600.0,1,414,35.35,25,0.16,in_store,1
31,50600.0,1,455,39.37,10,0.134,online,1
22,45400.0,1,1,48.91,0,0.046,in_store,0
38,39000.0,1,275,24.72,0,0.027,online,0
57,26900.0,2,278,45.37,5,0.012,in_store,1
38,28100.0,1,1,34.55,0,0.13,online,0
30,26000.0,4,98,15.71,0,0.0,online,1
57,54600.0,1,459,40.71,0,0.143,online,1
47,71800.0,1,66,52.56,0,0.075,online,0
44,35300.0,4,414,41.88,0,0.076,in_store,0
26,35600.0,0,268,34.96,20,0.053,online,0
56,44500.0,2,778,30.63,0,0.098,in_store,1
49,51100.0,0,36,31.86,0,0.158,online,1
57,60400.0,1,632,56.14,0,0.249,online,0
30,15000.0,2,463,29.93,0,0.151,online,0
31,47600.0,0,380,52.53,0,0.0,online,0
35,15000.0,1,71,19.06,0,0.021,online,0
40,24200.0,0,16,25.12,0,0.073,in_store,1
31,15000.0,4,228,25.71,0,0.26,in_store,1
41,62200.0,2,1,44.0,25,0.087,online,1
35,48700.0,3,376,23.85,0,0.034,online,0
49,42700.0,2,529,35.79,0,0.081,online,1
42,19000.0,0,52,33.25,0,0.011,in_store,0
53,45300.0,0,14,21.21,15,0.049,online,1
33,33000.0,1,271,16.83,20,0.206,in_store,1
47,64300.0,2,651,52.69,30,0.077,online,1
40,26900.0,3,294,18.95,5,0.126,in_store,1
43,47000.0,1,372,42.07,0,0.072,online,1
34,50000.0,0,370,38.51,20,0.049,online,0
49,36600.0,0,343,39.76,5,0.095,online,0
36,44400.0,3,653,25.84,0,0.077,in_store,0
52,77000.0,4,104,49.32,0,0.159,in_store,1
26,34100.0,1,1,41.35,0,0.031,online,1
32,53300.0,2,180,40.93,0,0.0,online,0
42,26000.0,3,17,19.03,0,0.0,online,1
33,35100.0,0,491,32.21,0,0.066,in_store,0
33,37400.0,4,507,34.12,0,0.041,in_store,0
45,69900.0,3,110,53.46,10,0.069,online,1
58,52200.0,0,34,33.81,0,0.148,online,1
18,41800.0,0,78,31.02,0,0.093,online,0
33,66600.0,3,340,56.88,0,0.101,in_store,1
65,88900.0,4,495,60.05,10,0.154,in_store,0
51,63200.0,4,182,44.26,0,0.227,in_store,1
38,35400.0,1,401,35.76,0,0.001,in_store,0
56,16000.0,1,1,22.04,0,0.119,in_store,0
40,54900.0,2,289,51.45,10,0.031,in_store,0
54,47800.0,5,466,58.82,0,0.238,online,1
40,43900.0,1,523,40.7,0,0.03,in_store,0
45,34800.0,2,372,41.56,0,0.084,in_store,1
18,46900.0,1,312,28.9,20,0.1,online,1
47,56800.0,2,204,45.84,0,0.035,in_store,1
35,31600.0,2,477,21.52,0,0.228,in_store,1
42,39000.0,2,334,27.11,20,0.062,in_store,0
52,70800.0,3,610,49.22,25,0.185,in_store,1
47,23700.0,1,5,29.44,30,0.099,in_store,1
24,42700.0,3,32,45.15,5,0.077,online,1
29,66400.0,4,785,37.56,10,0.168,in_store,1
18,27000.0,0,1,51.04,0,0.022,in_store,1
36,52500.0,0,722,43.28,0,0.129,online,0
27,31000.0,2,79,43.96,25,0.102,in_store,1
18,39800.0,0,97,31.24,25,0.116,in_store,0
32,30800.0,2,300,36.06,0,0.03,in_store,0
44,56400.0,2,730,37.86,25,0.153,in_store,1
40,59300.0,0,629,54.31,0,0.188,in_store,0
58,55400.0,6,248,49.8,20,0.15,online,0
32,32000.0,2,35,33.07,0,0.122,in_store,0
57,35100.0,1,125,24.69,0,0.19,online,1
37,21500.0,3,296,28.18,0,0.006,online,0
28,36500.0,2,1,44.12,0,0.016,in_store,1
49,54400.0,2,669,38.82,20,0.077,online,1
44,20400.0,2,155,35.62,0,0.018,in_store,1
38,39300.0,3,512,38.71,25,0.227,online,1
42,49800.0,3,336,39.77,0,0.001,in_store,0
49,24300.0,1,197,27.61,0,0.098,in_store,0
22,21600.0,1,627,29.49,0,0.005,in_store,0
52,27400.0,5,620,42.28,0,0.203,online,1
40,45200.0,2,804,28.73,0,0.152,in_store,0
50,45400.0,3,355,28.85,0,0.092,in_store,0
48,60400.0,2,276,52.65,10,0.235,online,1
29,35000.0,1,243,30.24,10,0.173,in_store,1
52,49200.0,3,412,25.54,20,0.048,online,0
38,43900.0,1,55,32.14,0,0.0,in_store,0
48,46900.0,4,207,36.11,15,0.143,in_store,0
54,50300.0,5,436,54.39,0,0.271,in_store,1
38,49900.0,3,499,41.64,0,0.285,in_store,0
18,45300.0,2,209,42.43,15,0.21,in_store,0
35,42600.0,1,60,40.5,0,0.085,online,0
19,30200.0,0,435,42.47,0,0.01,online,1
51,73500.0,4,333,40.1,0,0.109,online,0
44,21200.0,2,348,28.24,0,0.048,online,1
31,32400.0,2,62,26.21,5,0.075,in_store,0
19,20300.0,0,1,30.94,0,0.151,online,1
59,28800.0,6,775,29.66,0,0.19,in_store,1
31,39500.0,2,491,38.45,20,0.22,online,1
21,35700.0,2,313,23.61,10,0.124,in_store,1
41,46300.0,0,380,45.18,20,0.023,in_store,0
39,42600.0,1,463,35.59,5,0.137,online,0
52,47800.0,0,586,42.84,15,0.0,in_store,0
27,28600.0,1,1,24.86,0,0.072,online,0
39,53000.0,4,68,41.83,15,0.095,online,0
30,34300.0,1,707,30.05,0,0.034,in_store,0
18,24500.0,2,457,30.24,0,0.199,online,1
24,23100.0,0,522,42.1,0,0.068,in_store,1
55,76100.0,4,486,37.86,25,0.095,online,0
36,20300.0,1,1,24.99,0,0.111,online,1
41,61400.0,4,916,55.7,0,0.082,online,0
38,52600.0,6,563,41.58,30,0.091,in_store,1
42,45400.0,2,58,45.01,15,0.131,in_store,0
18,47100.0,0,301,25.25,0,0.07,online,1
37,55200.0,6,827,32.4,15,0.251,online,1
28,44100.0,3,255,41.79,5,0.072,online,0
52,48900.0,3,315,51.54,15,0.0,in_store,0
28,15000.0,0,98,33.53,0,0.049,in_store,0
37,40000.0,2,353,27.08,20,0.139,online,0
69,95200.0,4,250,43.29,10,0.202,online,0
45,42900.0,1,159,38.19,30,0.133,in_store,1
54,33500.0,3,307,33.64,0,0.093,in_store,1
42,59600.0,0,170,48.01,20,0.02,online,0
39,42200.0,1,41,47.37,0,0.0,in_store,1
23,47800.0,3,639,36.13,0,0.137,in_store,0
20,16800.0,1,108,5.0,0,0.078,online,1
60,45100.0,2,295,49.76,0,0.176,online,0
21,42600.0,2,354,32.51,20,0.096,online,0
74,23000.0,4,578,24.88,10,0.07,online,0
33,37800.0,2,360,33.87,15,0.089,online,0
28,34500.0,1,97,45.15,0,0.135,in_store,0
41,77200.0,5,395,45.3,20,0.178,in_store,1
36,34700.0,4,436,33.36,0,0.151,in_store,0
23,44300.0,0,1,39.25,10,0.114,in_store,0
64,60100.0,4,540,37.86,20,0.0,in_store,0
40,28500.0,1,236,20.13,10,0.206,in_store,1
44,39600.0,3,562,38.9,0,0.212,in_store,0
33,17000.0,3,560,36.86,0,0.042,in_store,0
38,30900.0,2,244,30.18,0,0.27,in_store,1
58,56500.0,5,375,43.09,10,0.08,online,1
54,33100.0,3,125,39.18,0,0.007,in_store,1
45,62600.0,4,503,54.78,25,0.022,in_store,1
28,15000.0,1,405,11.55,0,0.001,online,1
41,54500.0,5,103,51.48,30,0.191,online,0
59,68800.0,5,607,40.8,0,0.226,online,1
35,61200.0,0,199,36.88,0,0.092,online,1
25,41300.0,1,262,34.21,0,0.17,in_store,0
24,52700.0,2,70,48.34,20,0.046,online,1
58,57600.0,2,190,38.63,10,0.217,online,0
50,44000.0,4,530,39.45,30,0.212,in_store,0
28,29900.0,1,113,31.81,0,0.0,in_store,0
27,18900.0,1,200,21.46,0,0.02,in_store,1
40,42800.0,1,474,37.59,10,0.149,online,0
28,15000.0,2,655,34.63,0,0.044,online,0
38,35500.0,3,481,38.1,0,0.124,online,1
57,55900.0,5,190,39.73,0,0.16,in_store,0
29,40600.0,2,682,32.59,0,0.032,in_store,1
21,39800.0,2,137,35.43,0,0.044,online,1
64,49900.0,1,612,35.73,0,0.022,online,1
45,32600.0,2,342,24.14,10,0.161,online,1
47,71900.0,3,547,43.67,0,0.004,online,0
23,15000.0,1,186,45.82,10,0.067,in_store,0
18,15000.0,0,274,25.83,0,0.0,in_store,1
50,51400.0,2,446,36.81,0,0.047,in_store,1
55,53100.0,1,6,38.31,0,0.046,in_store,0
33,36900.0,1,220,38.9,0,0.129,in_store,0
34,52200.0,3,765,30.12,5,0.156,in_store,1
48,45400.0,1,171,52.47,25,0.123,online,0
41,54100.0,1,256,40.25,20,0.0,online,0
28,50900.0,4,1,39.26,20,0.173,online,1
45,46200.0,2,575,44.32,0,0.07,in_store,1
27,25400.0,0,79,17.87,0,0.0,online,0
49,39100.0,1,168,30.57,5,0.16,online,1
43,53800.0,2,287,52.02,10,0.026,in_store,1
37,20700.0,0,1,16.99,0,0.134,online,0
43,63600.0,7,1028,59.23,25,0.247,online,1
38,44200.0,3,371,29.37,0,0.046,in_store,0
35,45100.0,0,117,28.56,10,0.077,in_store,0
33,41800.0,3,526,38.17,5,0.13,online,0
22,15000.0,1,360,25.13,25,0.072,online,1
27,53000.0,1,39,34.85,0,0.112,in_store,1
27,54300.0,3,1,27.15,25,0.189,in_store,0
35,39900.0,2,41,30.43,0,0.14,online,0
39,20900.0,1,323,12.28,0,0.102,online,0
49,65200.0,1,1,47.83,15,0.0,online,1
40,15000.0,1,580,22.48,0,0.067,online,1
24,71300.0,4,470,54.43,0,0.081,in_store,0
30,50800.0,0,160,42.69,0,0.077,in_store,0
59,45000.0,5,287,31.14,0,0.102,online,1
34,65100.0,3,219,51.26,30,0.223,online,0
32,59400.0,2,260,51.43,0,0.086,in_store,1
18,15000.0,1,494,33.8,0,0.053,online,0
32,37100.0,1,119,48.63,25,0.069,online,0
32,45400.0,2,315,44.16,0,0.041,in_store,0
29,68700.0,2,424,51.02,15,0.118,in_store,0
18,38900.0,1,199,38.72,5,0.0,in_store,0
36,60500.0,1,438,40.65,0,0.12,in_store,0
41,55700.0,2,597,49.53,20,0.153,in_store,0
54,59300.0,2,676,44.13,0,0.0,in_store,0
39,59700.0,5,415,46.72,0,0.12,in_store,1
42,47300.0,3,495,23.09,0,0.013,online,1
59,55600.0,1,479,35.2,0,0.106,online,1
29,49100.0,1,377,40.18,0,0.045,online,1
43,15000.0,1,71,37.42,0,0.03,in_store,0
18,15000.0,0,247,31.63,25,0.0,online,1
47,62400.0,1,231,48.37,20,0.0,online,1
51,58000.0,9,593,33.45,20,0.236,in_store,1
35,39000.0,2,133,33.65,20,0.095,in_store,1
18,31300.0,3,149,26.96,20,0.086,in_store,0
42,25800.0,0,322,43.48,0,0.006,online,1
36,51900.0,2,441,33.87,0,0.082,in_store,1
43,27500.0,2,686,20.66,15,0.024,in_store,1
48,48400.0,2,281,37.02,0,0.0,online,0
42,53300.0,2,1,26.94,10,0.008,online,1
27,15000.0,1,197,26.8,0,0.058,online,1
53,47200.0,2,111,45.03,0,0.065,in_store,0
21,47100.0,1,600,20.09,0,0.17,in_store,1
39,67400.0,2,426,49.91,0,0.193,in_store,1
32,48900.0,1,1,53.81,0,0.034,in_store,0
44,47600.0,6,938,45.5,20,0.082,in_store,0
55,55600.0,4,556,43.07,5,0.266,in_store,0
18,40700.0,0,338,41.6,0,0.0,online,0
57,58200.0,3,496,50.92,10,0.13,online,0
30,39600.0,1,435,41.02,25,0.109,online,0
34,49500.0,4,232,42.62,20,0.15,online,1
37,39700.0,7,548,29.9,20,0.226,in_store,1
42,36200.0,1,248,40.49,20,0.037,in_store,1
18,15000.0,1,90,18.13,0,0.179,in_store,1
57,37400.0,5,543,42.41,30,0.067,in_store,1
42,42800.0,2,141,34.19,0,0.0,in_store,0
63,84800.0,6,282,50.03,0,0.252,online,1
28,34300.0,3,489,30.26,0,0.163,in_store,0
36,57700.0,3,314,39.79,15,0.09,online,0
39,48100.0,1,12,36.88,0,0.003,in_store,0
30,35000.0,2,279,31.71,0,0.07,online,1
51,35200.0,3,136,25.34,0,0.148,in_store,1
52,56800.0,2,1,44.37,25,0.1,in_store,1
40,57600.0,1,137,39.72,0,0.043,in_store,1
45,40700.0,3,69,39.86,0,0.067,in_store,0
31,35600.0,3,213,21.51,0,0.085,online,1
36,15000.0,1,450,31.08,15,0.0,online,1
53,61700.0,1,229,38.83,10,0.017,in_store,0
32,28600.0,5,295,33.81,20,0.0,in_store,0
53,84600.0,2,648,49.2,0,0.0,in_store,1
58,78600.0,6,1021,53.09,0,0.101,in_store,0
56,23700.0,0,1,31.67,30,0.071,in_store,0
37,52700.0,2,1,52.51,10,0.224,online,0
47,72100.0,1,70,42.08,0,0.145,in_store,1
47,45800.0,2,264,42.88,0,0.203,online,1
45,55100.0,1,1,46.06,0,0.131,in_store,0
18,15000.0,0,1,17.82,0,0.055,online,1
50,47400.0,2,297,55.25,0,0.053,online,1
21,25600.0,1,1,22.96,0,0.0,online,1
44,42200.0,5,300,29.38,20,0.065,in_store,1
67,71400.0,5,323,53.78,10,0.206,online,0
26,44100.0,1,281,34.06,25,0.05,in_store,0
35,51100.0,1,171,40.28,0,0.0,in_store,1
31,50200.0,0,570,49.66,0,0.0,online,0
40,41800.0,2,434,29.57,0,0.159,in_store,1
59,57500.0,3,713,28.53,25,0.113,in_store,1
30,33900.0,0,469,30.27,0,0.042,in_store,1
23,31100.0,1,734,25.81,0,0.097,in_store,1
47,42600.0,1,252,46.46,20,0.098,online,1
37,26300.0,1,1,37.53,25,0.0,in_store,1
22,15000.0,1,298,29.18,0,0.147,online,0
42,53000.0,1,215,25.63,25,0.171,online,0
49,62400.0,1,1,37.43,0,0.105,in_store,0
28,58900.0,3,700,61.23,30,0.067,online,0
18,59400.0,2,308,46.49,0,0.101,online,1
55,35800.0,2,182,54.09,0,0.112,in_store,1
58,46800.0,3,361,32.92,0,0.034,in_store,0
46,69200.0,0,1,53.54,15,0.14,online,1
36,48800.0,4,636,44.8,0,0.074,in_store,1
48,52100.0,1,1,30.9,0,0.158,in_store,0
18,16600.0,1,285,35.72,0,0.036,in_store,0
41,65700.0,3,144,37.13,25,0.171,online,0
19,15000.0,0,1,23.31,0,0.026,in_store,0
27,23300.0,1,1,24.72,0,0.041,online,0
32,43800.0,1,1,34.3,30,0.12,in_store,1
35,34000.0,3,42,37.15,20,0.181,online,1
60,85400.0,7,409,63.71,15,0.182,online,0
64,84800.0,7,659,38.27,0,0.158,online,1
33,66100.0,0,1,54.29,0,0.0,online,1
34,35100.0,0,42,27.85,25,0.05,online,1
46,68900.0,1,43,57.59,0,0.133,in_store,0
37,30700.0,2,1,34.39,5,0.156,in_store,1
56,51900.0,6,651,46.84,0,0.096,in_store,0
27,73000.0,4,13,57.3,0,0.124,in_store,0
52,74100.0,8,769,52.27,10,0.133,online,1
30,31400.0,2,199,14.5,5,0.018,online,1
45,40900.0,2,437,28.47,0,0.026,in_store,0
43,43900.0,6,59,27.74,0,0.252,online,1
29,56100.0,1,625,45.04,10,0.152,online,1
36,36600.0,1,329,39.01,20,0.149,online,0
35,29100.0,3,173,35.85,20,0.157,in_store,1
67,79700.0,6,400,42.69,10,0.06,online,1
46,37900.0,4,43,40.56,0,0.048,online,0
31,44900.0,5,203,34.06,0,0.134,online,0
19,51900.0,1,52,43.87,0,0.154,online,1
59,50700.0,6,363,40.56,5,0.173,in_store,1
21,47900.0,4,236,32.32,20,0.11,in_store,1
30,29400.0,3,273,31.8,0,0.008,online,1
45,21200.0,0,330,35.45,0,0.055,in_store,1
48,40200.0,3,608,45.47,0,0.009,online,1
40,35900.0,2,523,31.27,0,0.312,online,1
47,48400.0,2,294,41.85,0,0.031,online,1
50,51200.0,1,231,33.55,15,0.0,in_store,1
49,48900.0,4,821,39.85,30,0.063,in_store,1
30,31900.0,0,221,24.54,25,0.143,in_store,1
53,64600.0,7,680,47.58,0,0.055,online,1
38,24600.0,1,557,5.0,0,0.128,online,0
43,25000.0,2,264,23.53,0,0.099,online,0
55,28800.0,5,393,30.63,0,0.098,online,1
41,42600.0,3,148,48.88,25,0.116,in_store,0
74,79100.0,4,45,34.29,0,0.204,online,1
21,38800.0,0,225,33.89,0,0.026,in_store,0
19,36400.0,0,65,22.26,0,0.055,in_store,0
35,21700.0,0,989,38.5,0,0.062,in_store,1
38,43100.0,0,222,36.25,0,0.0,online,1
34,52100.0,2,31,40.06,0,0.076,online,1
