customer_id,age,income,previous_purchases,campaign_response,customer_tenure_days,channel,avg_basket_size,discount,purchase
773,43,46700.0,4,0.182,328,in_store,45.84,0,1
1285,41,50300.0,3,0.03,547,in_store,44.18,0,1
4614,32,63300.0,2,0.052,294,in_store,62.03,0,0
4747,49,27200.0,1,0.206,486,online,32.66,0,0
1415,56,32600.0,2,0.0,412,in_store,22.22,0,0
1235,44,45900.0,1,0.127,379,online,37.61,0,1
2715,38,33200.0,1,0.036,212,in_store,25.68,0,0
436,33,30400.0,1,0.27,256,in_store,41.07,0,0
1675,37,73200.0,4,0.188,875,in_store,54.55,25,1
366,58,87900.0,4,0.141,617,in_store,54.03,25,1
2665,35,33800.0,2,0.082,1,in_store,35.42,0,1
232,33,16700.0,2,0.0,1,online,8.7,0,0
4278,37,28800.0,1,0.201,516,in_store,21.62,0,0
4060,39,54300.0,3,0.092,601,in_store,42.68,0,0
4410,20,15000.0,0,0.038,1,online,28.9,0,0
408,50,52900.0,2,0.134,44,in_store,41.77,0,0
2091,42,31100.0,2,0.133,317,online,25.94,20,0
87,34,26600.0,0,0.102,204,online,39.89,20,0
845,42,68400.0,4,0.033,221,online,42.11,10,0
1032,42,71100.0,3,0.17,1,online,36.26,30,1
2647,60,26400.0,2,0.259,67,in_store,26.46,20,1
4078,34,33400.0,4,0.241,679,in_store,30.06,30,0
4289,38,55500.0,3,0.155,219,online,33.7,0,1
3245,46,51900.0,5,0.205,461,in_store,37.95,0,1
2674,46,40500.0,1,0.25,152,online,25.99,25,1
856,40,41300.0,3,0.059,583,online,39.99,15,0
79,48,63700.0,2,0.0,345,in_store,63.15,20,1
2248,31,45500.0,4,0.113,360,in_store,44.75,0,0
4581,36,26900.0,1,0.088,331,in_store,18.74,0,1
3675,24,32400.0,1,0.13,1,in_store,27.27,15,0
2928,43,35800.0,1,0.0,1,in_store,57.57,0,0
2925,32,34500.0,3,0.149,289,in_store,34.78,10,0
2280,18,47300.0,2,0.0,413,in_store,26.56,15,1
4951,54,52700.0,3,0.0,309,in_store,37.14,0,1
4169,39,61700.0,1,0.023,852,online,36.4,20,0
3889,37,69700.0,3,0.221,533,in_store,45.88,0,0
3444,36,46600.0,0,0.0,371,online,41.15,25,1
2177,46,56300.0,1,0.0,467,in_store,40.08,15,1
425,29,48400.0,1,0.01,705,in_store,35.4,0,0
393,34,16900.0,1,0.3,499,in_store,33.56,0,0
4805,34,46400.0,3,0.202,1,in_store,41.83,0,1
3650,41,42100.0,5,0.097,693,online,55.5,20,0
105,29,38200.0,2,0.167,580,in_store,22.55,0,1
3921,44,56700.0,3,0.117,331,online,37.27,0,1
3152,29,35000.0,2,0.024,441,online,45.92,0,1
1949,30,59100.0,4,0.17,604,in_store,60.74,10,0
1460,44,61800.0,5,0.134,753,in_store,45.15,20,1
3897,24,47600.0,2,0.0,74,online,35.33,0,0
2819,49,58700.0,3,0.142,653,in_store,55.07,15,1
2722,55,58500.0,2,0.153,233,in_store,52.64,15,0
4800,35,23200.0,1,0.075,1,in_store,25.03,20,1
1588,51,57400.0,0,0.112,53,in_store,41.76,20,0
4223,79,75800.0,3,0.29,633,in_store,39.71,25,1
1732,40,43900.0,3,0.157,105,online,38.06,0,0
4775,37,40000.0,2,0.199,574,in_store,27.89,0,0
3732,48,50700.0,5,0.269,318,in_store,49.26,0,0
3700,25,15000.0,1,0.0,1,in_store,26.96,0,1
1792,40,39800.0,2,0.215,137,in_store,34.54,20,0
2356,18,15000.0,0,0.05,591,online,22.63,10,0
1941,25,22400.0,0,0.049,493,in_store,37.6,20,0
703,28,46000.0,4,0.04,133,online,40.63,30,1
2443,28,44900.0,3,0.003,1,in_store,38.2,0,1
2830,70,59900.0,2,0.0,554,online,36.59,0,0
497,18,21000.0,1,0.1,1,in_store,27.77,0,0
465,27,21700.0,1,0.035,311,online,26.5,0,0
2703,50,16100.0,1,0.103,268,in_store,29.66,10,0
4344,34,31300.0,1,0.082,306,online,43.28,20,1
173,35,35400.0,1,0.0,1,online,30.13,10,1
4096,19,15000.0,0,0.0,304,in_store,31.1,0,1
4807,64,56400.0,1,0.279,225,in_store,38.01,20,0
2541,46,35000.0,2,0.058,529,online,41.11,20,1
3278,18,25300.0,0,0.0,317,in_store,18.18,0,0
4210,36,36000.0,2,0.178,598,in_store,44.45,15,1
2261,18,31100.0,2,0.09,1,in_store,34.42,0,0
2113,51,70600.0,3,0.016,251,online,49.28,20,1
901,45,49700.0,2,0.127,656,in_store,33.99,20,1
1447,68,89300.0,6,0.347,629,in_store,62.18,30,1
3592,56,44200.0,5,0.193,733,in_store,31.48,20,1
742,54,72200.0,2,0.217,170,in_store,49.37,5,1
2294,35,47700.0,1,0.319,706,online,55.77,15,1
2453,46,61100.0,2,0.184,1082,in_store,40.59,0,0
2843,47,47400.0,4,0.092,18,online,32.06,0,0
4097,47,46300.0,4,0.18,637,in_store,41.44,5,1
1207,31,60300.0,3,0.228,370,online,50.69,20,0
510,46,56000.0,3,0.074,1,online,37.83,20,1
3290,28,44000.0,4,0.194,274,in_store,32.31,0,0
2818,49,36200.0,1,0.096,76,online,37.52,0,0
3367,40,36900.0,2,0.0,352,in_store,34.4,20,1
1550,45,34500.0,1,0.0,416,in_store,22.31,0,0
3283,33,34900.0,4,0.058,214,in_store,37.0,5,1
2203,41,54200.0,2,0.162,755,in_store,44.1,0,0
2567,42,37000.0,2,0.21,350,in_store,37.22,15,1
2695,57,69600.0,2,0.053,1,in_store,53.16,20,1
2045,23,27100.0,1,0.0,350,in_store,29.42,0,0
768,33,65300.0,2,0.125,323,online,48.34,0,0
4883,32,30200.0,1,0.102,242,in_store,33.76,0,0
4154,30,44700.0,3,0.284,683,online,40.18,5,1
422,30,20400.0,2,0.141,1,in_store,32.22,0,0
124,56,55400.0,3,0.228,528,online,48.53,30,1
4543,18,30000.0,1,0.056,194,in_store,18.91,10,1
2644,29,25300.0,2,0.103,393,online,28.35,30,0
820,26,40700.0,4,0.08,449,in_store,45.01,0,0
1404,34,20500.0,1,0.105,174,online,30.75,0,0
1383,36,53500.0,2,0.174,406,online,28.16,20,0
2149,36,57200.0,2,0.064,150,in_store,34.46,25,1
1576,25,33800.0,1,0.136,1,in_store,43.28,20,1
1639,40,56600.0,5,0.176,464,online,36.87,0,1
1796,36,71400.0,6,0.212,631,online,52.32,25,1
4826,32,85800.0,1,0.085,1,in_store,54.81,0,1
400,32,57600.0,4,0.185,318,online,42.29,10,0
2311,50,39600.0,1,0.0,136,online,34.27,0,1
883,27,35500.0,2,0.196,508,online,38.29,0,1
4984,63,61500.0,4,0.277,535,in_store,42.81,15,1
4161,24,23200.0,1,0.139,128,online,41.11,0,0
1353,24,65300.0,0,0.215,111,online,40.86,0,0
2758,44,51600.0,1,0.007,178,online,39.4,15,0
4561,48,52800.0,4,0.022,410,online,45.01,0,1
2131,41,46400.0,3,0.107,881,online,46.5,0,0
983,43,44400.0,2,0.127,339,in_store,39.09,15,0
457,53,26700.0,1,0.138,237,in_store,27.73,30,0
3850,30,60500.0,4,0.102,518,online,53.74,20,1
1080,57,35600.0,1,0.179,184,online,33.35,0,0
1951,41,71700.0,3,0.032,415,in_store,47.1,0,1
4325,29,70300.0,1,0.091,537,in_store,47.19,10,1
690,35,28500.0,3,0.136,571,online,40.01,20,1
2430,62,76500.0,5,0.056,666,in_store,51.78,20,0
642,48,23100.0,3,0.058,1,in_store,24.82,0,1
2393,20,20200.0,2,0.049,20,online,38.97,20,0
1954,32,50400.0,5,0.257,627,online,51.89,15,0
2764,51,60300.0,4,0.33,299,online,44.28,10,0
4454,45,67700.0,3,0.095,214,online,68.13,0,1
3451,21,48100.0,1,0.0,596,online,30.87,0,0
3352,45,43900.0,1,0.08,101,in_store,35.83,0,0
4777,30,21200.0,2,0.155,1,in_store,37.73,0,1
3335,41,65200.0,1,0.094,170,online,33.44,0,0
1885,18,26600.0,2,0.03,119,online,22.6,20,1
390,23,29500.0,0,0.019,1,in_store,26.26,0,1
2495,53,38200.0,4,0.088,645,in_store,23.06,0,0
3133,41,26700.0,0,0.099,1,online,28.36,0,0
2907,54,63800.0,5,0.297,516,in_store,29.54,5,1
846,44,59200.0,2,0.108,739,online,62.12,15,0
543,43,56500.0,2,0.16,402,online,50.37,0,0
92,39,51900.0,5,0.181,815,online,33.6,0,0
3908,27,15000.0,2,0.0,463,in_store,21.13,0,0
1980,46,25900.0,1,0.0,236,online,28.95,0,1
2828,63,58600.0,0,0.0,57,in_store,53.35,10,1
4100,37,42600.0,3,0.0,1,online,51.53,0,0
2918,62,62600.0,3,0.0,345,online,44.52,0,1
2530,33,66300.0,2,0.042,258,in_store,43.16,0,0
1677,52,51700.0,5,0.102,249,in_store,40.55,0,0
1049,29,50200.0,3,0.0,356,in_store,38.62,0,0
1961,42,15000.0,1,0.055,1,in_store,30.52,0,0
2531,54,50400.0,1,0.089,205,online,22.99,15,1
4502,53,43200.0,1,0.135,68,in_store,35.91,0,1
238,38,49000.0,5,0.286,381,online,51.26,25,0
4127,52,45400.0,3,0.052,339,online,28.23,30,0
3505,42,29900.0,4,0.116,483,in_store,44.69,10,0
1134,57,35200.0,3,0.127,254,in_store,36.99,0,1
1806,18,23200.0,2,0.161,209,in_store,34.67,0,0
4153,45,32700.0,1,0.103,255,online,34.35,0,1
164,30,41100.0,1,0.148,219,in_store,38.94,10,0
3509,47,49700.0,2,0.059,304,online,34.62,0,1
4720,42,47600.0,3,0.132,473,in_store,40.15,10,0
3865,19,61400.0,0,0.094,604,online,47.68,0,1
3690,56,65500.0,0,0.132,93,online,33.57,25,0
3215,52,34500.0,7,0.146,772,online,23.27,20,0
3653,50,52900.0,2,0.027,293,in_store,42.68,20,1
3958,52,69400.0,8,0.169,294,online,59.48,20,1
1812,18,23100.0,1,0.188,377,in_store,28.72,0,0
3986,33,59800.0,0,0.05,239,in_store,52.66,15,1
3165,32,72600.0,2,0.098,595,online,59.22,0,0
1429,48,69600.0,3,0.147,359,in_store,45.98,10,1
3632,54,77600.0,5,0.235,422,online,56.67,15,1
4386,35,52700.0,3,0.136,110,in_store,25.29,25,0
3412,18,40400.0,1,0.081,388,in_store,39.78,0,1
4471,44,58000.0,2,0.0,362,online,38.23,0,0
4855,37,50800.0,1,0.051,359,online,40.95,0,1
2836,39,26900.0,2,0.14,514,in_store,25.54,0,0
1453,39,39900.0,1,0.193,582,online,41.44,25,0
594,20,37300.0,1,0.0,566,in_store,38.93,0,0
42,47,37900.0,0,0.1,1,in_store,39.08,0,0
561,39,69100.0,4,0.103,515,online,32.49,0,1
2952,49,76400.0,4,0.12,148,online,61.11,5,1
3743,19,15000.0,0,0.012,102,in_store,28.41,0,0
244,22,45100.0,1,0.051,112,in_store,41.05,20,1
1340,37,43800.0,2,0.0,562,in_store,36.16,20,0
4038,40,66000.0,2,0.174,71,in_store,42.45,15,1
4809,33,43900.0,1,0.033,459,online,33.58,0,0
3818,42,28000.0,1,0.0,1,in_store,34.88,15,1
1443,23,52100.0,0,0.265,1,in_store,47.7,15,1
262,37,56900.0,3,0.228,445,in_store,33.44,0,1
3177,50,42200.0,1,0.065,340,online,39.79,0,0
1690,50,79700.0,1,0.0,300,in_store,54.15,25,0
1726,41,15000.0,2,0.019,132,in_store,21.93,10,0
4560,25,15000.0,1,0.066,272,in_store,28.31,0,1
835,31,36500.0,0,0.009,12,in_store,26.34,0,0
1867,37,34500.0,0,0.048,1,in_store,35.8,0,1
2497,39,40600.0,2,0.051,423,online,37.69,5,1
2011,25,15000.0,0,0.0,286,in_store,15.56,0,0
341,18,32800.0,0,0.0,428,in_store,26.75,0,0
3322,36,40400.0,2,0.136,47,in_store,43.58,0,1
1602,54,50600.0,4,0.098,396,in_store,42.01,0,1
3019,45,72300.0,3,0.174,402,in_store,52.57,0,0
4705,49,59800.0,4,0.0,1,in_store,37.86,0,1
481,43,57600.0,5,0.0,606,in_store,45.39,15,0
2930,36,68600.0,3,0.092,598,online,41.39,10,0
3919,43,44300.0,3,0.0,433,in_store,28.13,0,1
3410,40,44100.0,3,0.054,97,online,44.49,15,0
4649,42,26200.0,2,0.21,77,online,37.51,0,0
3506,60,60100.0,8,0.309,214,online,49.07,20,1
4009,30,15000.0,1,0.068,331,online,21.29,20,1
1767,25,63000.0,3,0.0,489,online,34.0,0,0
4484,43,49500.0,5,0.18,226,online,42.92,15,0
2454,30,15100.0,1,0.0,162,in_store,27.65,0,1
2893,39,38900.0,4,0.139,494,online,36.07,0,1
3834,31,60600.0,1,0.16,414,in_store,35.35,25,1
4035,31,50600.0,1,0.134,455,online,39.37,10,1
4688,22,45400.0,1,0.046,1,in_store,48.91,0,0
3698,38,39000.0,1,0.027,275,online,24.72,0,0
1272,57,26900.0,2,0.012,278,in_store,45.37,5,1
4512,38,28100.0,1,0.13,1,online,34.55,0,0
3110,30,26000.0,4,0.0,98,online,15.71,0,1
4152,57,54600.0,1,0.143,459,online,40.71,0,1
348,47,71800.0,1,0.075,66,online,52.56,0,0
3900,44,35300.0,4,0.076,414,in_store,41.88,0,0
4634,26,35600.0,0,0.053,268,online,34.96,20,0
2563,56,44500.0,2,0.098,778,in_store,30.63,0,1
4601,49,51100.0,0,0.158,36,online,31.86,0,1
1424,57,60400.0,1,0.249,632,online,56.14,0,0
657,30,15000.0,2,0.151,463,online,29.93,0,0
2103,31,47600.0,0,0.0,380,online,52.53,0,0
633,35,15000.0,1,0.021,71,online,19.06,0,0
2908,40,24200.0,0,0.073,16,in_store,25.12,0,1
2494,31,15000.0,4,0.26,228,in_store,25.71,0,1
2666,41,62200.0,2,0.087,1,online,44.0,25,1
3231,35,48700.0,3,0.034,376,online,23.85,0,0
3980,49,42700.0,2,0.081,529,online,35.79,0,1
3323,42,19000.0,0,0.011,52,in_store,33.25,0,0
3514,53,45300.0,0,0.049,14,online,21.21,15,1
3613,33,33000.0,1,0.206,271,in_store,16.83,20,1
2501,47,64300.0,2,0.077,651,online,52.69,30,1
1466,40,26900.0,3,0.126,294,in_store,18.95,5,1
4704,43,47000.0,1,0.072,372,online,42.07,0,1
116,34,50000.0,0,0.049,370,online,38.51,20,0
1822,49,36600.0,0,0.095,343,online,39.76,5,0
1495,36,44400.0,3,0.077,653,in_store,25.84,0,0
2402,52,77000.0,4,0.159,104,in_store,49.32,0,1
1233,26,34100.0,1,0.031,1,online,41.35,0,1
2662,32,53300.0,2,0.0,180,online,40.93,0,0
2888,42,26000.0,3,0.0,17,online,19.03,0,1
4642,33,35100.0,0,0.066,491,in_store,32.21,0,0
1154,33,37400.0,4,0.041,507,in_store,34.12,0,0
3867,45,69900.0,3,0.069,110,online,53.46,10,1
58,58,52200.0,0,0.148,34,online,33.81,0,1
3411,18,41800.0,0,0.093,78,online,31.02,0,0
4464,33,66600.0,3,0.101,340,in_store,56.88,0,1
4956,65,88900.0,4,0.154,495,in_store,60.05,10,0
1736,51,63200.0,4,0.227,182,in_store,44.26,0,1
2197,38,35400.0,1,0.001,401,in_store,35.76,0,0
3784,56,16000.0,1,0.119,1,in_store,22.04,0,0
2476,40,54900.0,2,0.031,289,in_store,51.45,10,0
2565,54,47800.0,5,0.238,466,online,58.82,0,1
3174,40,43900.0,1,0.03,523,in_store,40.7,0,0
4053,45,34800.0,2,0.084,372,in_store,41.56,0,1
3674,18,46900.0,1,0.1,312,online,28.9,20,1
708,47,56800.0,2,0.035,204,in_store,45.84,0,1
4291,35,31600.0,2,0.228,477,in_store,21.52,0,1
1094,42,39000.0,2,0.062,334,in_store,27.11,20,0
3805,52,70800.0,3,0.185,610,in_store,49.22,25,1
1377,47,23700.0,1,0.099,5,in_store,29.44,30,1
4924,24,42700.0,3,0.077,32,online,45.15,5,1
73,29,66400.0,4,0.168,785,in_store,37.56,10,1
1923,18,27000.0,0,0.022,1,in_store,51.04,0,1
3189,36,52500.0,0,0.129,722,online,43.28,0,0
1765,27,31000.0,2,0.102,79,in_store,43.96,25,1
744,18,39800.0,0,0.116,97,in_store,31.24,25,0
2894,32,30800.0,2,0.03,300,in_store,36.06,0,0
1006,44,56400.0,2,0.153,730,in_store,37.86,25,1
2669,40,59300.0,0,0.188,629,in_store,54.31,0,0
1191,58,55400.0,6,0.15,248,online,49.8,20,0
4664,32,32000.0,2,0.122,35,in_store,33.07,0,0
2602,57,35100.0,1,0.19,125,online,24.69,0,1
1126,37,21500.0,3,0.006,296,online,28.18,0,0
1242,28,36500.0,2,0.016,1,in_store,44.12,0,1
3631,49,54400.0,2,0.077,669,online,38.82,20,1
4140,44,20400.0,2,0.018,155,in_store,35.62,0,1
4852,38,39300.0,3,0.227,512,online,38.71,25,1
999,42,49800.0,3,0.001,336,in_store,39.77,0,0
4793,49,24300.0,1,0.098,197,in_store,27.61,0,0
2685,22,21600.0,1,0.005,627,in_store,29.49,0,0
1578,52,27400.0,5,0.203,620,online,42.28,0,1
4801,40,45200.0,2,0.152,804,in_store,28.73,0,0
1827,50,45400.0,3,0.092,355,in_store,28.85,0,0
3308,48,60400.0,2,0.235,276,online,52.65,10,1
5000,29,35000.0,1,0.173,243,in_store,30.24,10,1
3553,52,49200.0,3,0.048,412,online,25.54,20,0
441,38,43900.0,1,0.0,55,in_store,32.14,0,0
4962,48,46900.0,4,0.143,207,in_store,36.11,15,0
1101,54,50300.0,5,0.271,436,in_store,54.39,0,1
4029,38,49900.0,3,0.285,499,in_store,41.64,0,0
4954,18,45300.0,2,0.21,209,in_store,42.43,15,0
650,35,42600.0,1,0.085,60,online,40.5,0,0
1547,19,30200.0,0,0.01,435,online,42.47,0,1
3555,51,73500.0,4,0.109,333,online,40.1,0,0
3577,44,21200.0,2,0.048,348,online,28.24,0,1
3816,31,32400.0,2,0.075,62,in_store,26.21,5,0
3760,19,20300.0,0,0.151,1,online,30.94,0,1
631,59,28800.0,6,0.19,775,in_store,29.66,0,1
673,31,39500.0,2,0.22,491,online,38.45,20,1
1250,21,35700.0,2,0.124,313,in_store,23.61,10,1
483,41,46300.0,0,0.023,380,in_store,45.18,20,0
1585,39,42600.0,1,0.137,463,online,35.59,5,0
3090,52,47800.0,0,0.0,586,in_store,42.84,15,0
4638,27,28600.0,1,0.072,1,online,24.86,0,0
3054,39,53000.0,4,0.095,68,online,41.83,15,0
1463,30,34300.0,1,0.034,707,in_store,30.05,0,0
3948,18,24500.0,2,0.199,457,online,30.24,0,1
3640,24,23100.0,0,0.068,522,in_store,42.1,0,1
2579,55,76100.0,4,0.095,486,online,37.86,25,0
3820,36,20300.0,1,0.111,1,online,24.99,0,1
50,41,61400.0,4,0.082,916,online,55.7,0,0
4300,38,52600.0,6,0.091,563,in_store,41.58,30,1
3072,42,45400.0,2,0.131,58,in_store,45.01,15,0
859,18,47100.0,0,0.07,301,online,25.25,0,1
1073,37,55200.0,6,0.251,827,online,32.4,15,1
720,28,44100.0,3,0.072,255,online,41.79,5,0
3173,52,48900.0,3,0.0,315,in_store,51.54,15,0
2632,28,15000.0,0,0.049,98,in_store,33.53,0,0
4884,37,40000.0,2,0.139,353,online,27.08,20,0
1661,69,95200.0,4,0.202,250,online,43.29,10,0
1657,45,42900.0,1,0.133,159,in_store,38.19,30,1
2426,54,33500.0,3,0.093,307,in_store,33.64,0,1
3541,42,59600.0,0,0.02,170,online,48.01,20,0
4239,39,42200.0,1,0.0,41,in_store,47.37,0,1
4985,23,47800.0,3,0.137,639,in_store,36.13,0,0
4432,20,16800.0,1,0.078,108,online,5.0,0,1
4487,60,45100.0,2,0.176,295,online,49.76,0,0
3321,21,42600.0,2,0.096,354,online,32.51,20,0
4762,74,23000.0,4,0.07,578,online,24.88,10,0
4136,33,37800.0,2,0.089,360,online,33.87,15,0
2607,28,34500.0,1,0.135,97,in_store,45.15,0,0
1386,41,77200.0,5,0.178,395,in_store,45.3,20,1
3854,36,34700.0,4,0.151,436,in_store,33.36,0,0
1400,23,44300.0,0,0.114,1,in_store,39.25,10,0
1196,64,60100.0,4,0.0,540,in_store,37.86,20,0
1409,40,28500.0,1,0.206,236,in_store,20.13,10,1
3843,44,39600.0,3,0.212,562,in_store,38.9,0,0
1799,33,17000.0,3,0.042,560,in_store,36.86,0,0
1476,38,30900.0,2,0.27,244,in_store,30.18,0,1
3232,58,56500.0,5,0.08,375,online,43.09,10,1
36,54,33100.0,3,0.007,125,in_store,39.18,0,1
3558,45,62600.0,4,0.022,503,in_store,54.78,25,1
2346,28,15000.0,1,0.001,405,online,11.55,0,1
3193,41,54500.0,5,0.191,103,online,51.48,30,0
2360,59,68800.0,5,0.226,607,online,40.8,0,1
2207,35,61200.0,0,0.092,199,online,36.88,0,1
3786,25,41300.0,1,0.17,262,in_store,34.21,0,0
1287,24,52700.0,2,0.046,70,online,48.34,20,1
350,58,57600.0,2,0.217,190,online,38.63,10,0
2138,50,44000.0,4,0.212,530,in_store,39.45,30,0
2692,28,29900.0,1,0.0,113,in_store,31.81,0,0
3394,27,18900.0,1,0.02,200,in_store,21.46,0,1
4535,40,42800.0,1,0.149,474,online,37.59,10,0
1682,28,15000.0,2,0.044,655,online,34.63,0,0
4040,38,35500.0,3,0.124,481,online,38.1,0,1
1444,57,55900.0,5,0.16,190,in_store,39.73,0,0
3259,29,40600.0,2,0.032,682,in_store,32.59,0,1
1672,21,39800.0,2,0.044,137,online,35.43,0,1
2969,64,49900.0,1,0.022,612,online,35.73,0,1
1180,45,32600.0,2,0.161,342,online,24.14,10,1
2799,47,71900.0,3,0.004,547,online,43.67,0,0
1693,23,15000.0,1,0.067,186,in_store,45.82,10,0
3893,18,15000.0,0,0.0,274,in_store,25.83,0,1
373,50,51400.0,2,0.047,446,in_store,36.81,0,1
3629,55,53100.0,1,0.046,6,in_store,38.31,0,0
1917,33,36900.0,1,0.129,220,in_store,38.9,0,0
1358,34,52200.0,3,0.156,765,in_store,30.12,5,1
1826,48,45400.0,1,0.123,171,online,52.47,25,0
787,41,54100.0,1,0.0,256,online,40.25,20,0
470,28,50900.0,4,0.173,1,online,39.26,20,1
141,45,46200.0,2,0.07,575,in_store,44.32,0,1
789,27,25400.0,0,0.0,79,online,17.87,0,0
324,49,39100.0,1,0.16,168,online,30.57,5,1
51,43,53800.0,2,0.026,287,in_store,52.02,10,1
715,37,20700.0,0,0.134,1,online,16.99,0,0
4499,43,63600.0,7,0.247,1028,online,59.23,25,1
2841,38,44200.0,3,0.046,371,in_store,29.37,0,0
2447,35,45100.0,0,0.077,117,in_store,28.56,10,0
4824,33,41800.0,3,0.13,526,online,38.17,5,0
4430,22,15000.0,1,0.072,360,online,25.13,25,1
4607,27,53000.0,1,0.112,39,in_store,34.85,0,1
3699,27,54300.0,3,0.189,1,in_store,27.15,25,0
2667,35,39900.0,2,0.14,41,online,30.43,0,0
407,39,20900.0,1,0.102,323,online,12.28,0,0
4385,49,65200.0,1,0.0,1,online,47.83,15,1
1005,40,15000.0,1,0.067,580,online,22.48,0,1
3528,24,71300.0,4,0.081,470,in_store,54.43,0,0
891,30,50800.0,0,0.077,160,in_store,42.69,0,0
2412,59,45000.0,5,0.102,287,online,31.14,0,1
2546,34,65100.0,3,0.223,219,online,51.26,30,0
3622,32,59400.0,2,0.086,260,in_store,51.43,0,1
2391,18,15000.0,1,0.053,494,online,33.8,0,0
3959,32,37100.0,1,0.069,119,online,48.63,25,0
43,32,45400.0,2,0.041,315,in_store,44.16,0,0
2831,29,68700.0,2,0.118,424,in_store,51.02,15,0
4146,18,38900.0,1,0.0,199,in_store,38.72,5,0
304,36,60500.0,1,0.12,438,in_store,40.65,0,0
4524,41,55700.0,2,0.153,597,in_store,49.53,20,0
3766,54,59300.0,2,0.0,676,in_store,44.13,0,0
665,39,59700.0,5,0.12,415,in_store,46.72,0,1
1178,42,47300.0,3,0.013,495,online,23.09,0,1
2677,59,55600.0,1,0.106,479,online,35.2,0,1
1948,29,49100.0,1,0.045,377,online,40.18,0,1
2502,43,15000.0,1,0.03,71,in_store,37.42,0,0
1474,18,15000.0,0,0.0,247,online,31.63,25,1
3500,47,62400.0,1,0.0,231,online,48.37,20,1
3537,51,58000.0,9,0.236,593,in_store,33.45,20,1
2133,35,39000.0,2,0.095,133,in_store,33.65,20,1
1027,18,31300.0,3,0.086,149,in_store,26.96,20,0
962,42,25800.0,0,0.006,322,online,43.48,0,1
2890,36,51900.0,2,0.082,441,in_store,33.87,0,1
3972,43,27500.0,2,0.024,686,in_store,20.66,15,1
2010,48,48400.0,2,0.0,281,online,37.02,0,0
2150,42,53300.0,2,0.008,1,online,26.94,10,1
3339,27,15000.0,1,0.058,197,online,26.8,0,1
2339,53,47200.0,2,0.065,111,in_store,45.03,0,0
3907,21,47100.0,1,0.17,600,in_store,20.09,0,1
305,39,67400.0,2,0.193,426,in_store,49.91,0,1
1441,32,48900.0,1,0.034,1,in_store,53.81,0,0
1497,44,47600.0,6,0.082,938,in_store,45.5,20,0
2653,55,55600.0,4,0.266,556,in_store,43.07,5,0
2876,18,40700.0,0,0.0,338,online,41.6,0,0
917,57,58200.0,3,0.13,496,online,50.92,10,0
4894,30,39600.0,1,0.109,435,online,41.02,25,0
3740,34,49500.0,4,0.15,232,online,42.62,20,1
2773,37,39700.0,7,0.226,548,in_store,29.9,20,1
1625,42,36200.0,1,0.037,248,in_store,40.49,20,1
3856,18,15000.0,1,0.179,90,in_store,18.13,0,1
822,57,37400.0,5,0.067,543,in_store,42.41,30,1
3808,42,42800.0,2,0.0,141,in_store,34.19,0,0
1355,63,84800.0,6,0.252,282,online,50.03,0,1
4508,28,34300.0,3,0.163,489,in_store,30.26,0,0
851,36,57700.0,3,0.09,314,online,39.79,15,0
1001,39,48100.0,1,0.003,12,in_store,36.88,0,0
3393,30,35000.0,2,0.07,279,online,31.71,0,1
19,51,35200.0,3,0.148,136,in_store,25.34,0,1
1638,52,56800.0,2,0.1,1,in_store,44.37,25,1
1668,40,57600.0,1,0.043,137,in_store,39.72,0,1
494,45,40700.0,3,0.067,69,in_store,39.86,0,0
1348,31,35600.0,3,0.085,213,online,21.51,0,1
3746,36,15000.0,1,0.0,450,online,31.08,15,1
3271,53,61700.0,1,0.017,229,in_store,38.83,10,0
3633,32,28600.0,5,0.0,295,in_store,33.81,20,0
3498,53,84600.0,2,0.0,648,in_store,49.2,0,1
688,58,78600.0,6,0.101,1021,in_store,53.09,0,0
3750,56,23700.0,0,0.071,1,in_store,31.67,30,0
1609,37,52700.0,2,0.224,1,online,52.51,10,0
4101,47,72100.0,1,0.145,70,in_store,42.08,0,1
4114,47,45800.0,2,0.203,264,online,42.88,0,1
1010,45,55100.0,1,0.131,1,in_store,46.06,0,0
2409,18,15000.0,0,0.055,1,online,17.82,0,1
1093,50,47400.0,2,0.053,297,online,55.25,0,1
1328,21,25600.0,1,0.0,1,online,22.96,0,1
1678,44,42200.0,5,0.065,300,in_store,29.38,20,1
2000,67,71400.0,5,0.206,323,online,53.78,10,0
1311,26,44100.0,1,0.05,281,in_store,34.06,25,0
3274,35,51100.0,1,0.0,171,in_store,40.28,0,1
1988,31,50200.0,0,0.0,570,online,49.66,0,0
3667,40,41800.0,2,0.159,434,in_store,29.57,0,1
345,59,57500.0,3,0.113,713,in_store,28.53,25,1
4196,30,33900.0,0,0.042,469,in_store,30.27,0,1
987,23,31100.0,1,0.097,734,in_store,25.81,0,1
3870,47,42600.0,1,0.098,252,online,46.46,20,1
3826,37,26300.0,1,0.0,1,in_store,37.53,25,1
4323,22,15000.0,1,0.147,298,online,29.18,0,0
4021,42,53000.0,1,0.171,215,online,25.63,25,0
3107,49,62400.0,1,0.105,1,in_store,37.43,0,0
3872,28,58900.0,3,0.067,700,online,61.23,30,0
1143,18,59400.0,2,0.101,308,online,46.49,0,1
2359,55,35800.0,2,0.112,182,in_store,54.09,0,1
1199,58,46800.0,3,0.034,361,in_store,32.92,0,0
86,46,69200.0,0,0.14,1,online,53.54,15,1
