customer_id,optimal_discount,discount_fraction,predicted_revenue,marketing_cost
1922,5.0,0.05,22.09,2.26
1596,5.0,0.05,19.69,2.01
31,0.0,0.0,30.21,0.0
726,0.0,0.0,23.81,0.0
2451,30.0,0.3,6.64,4.02
4529,0.0,0.0,16.14,0.0
3922,0.0,0.0,17.65,0.0
1427,5.0,0.05,19.57,2.01
2513,0.0,0.0,15.72,0.0
437,0.0,0.0,19.46,0.0
4746,0.0,0.0,19.14,0.0
913,0.0,0.0,22.65,0.0
4232,5.0,0.05,24.66,2.53
4174,5.0,0.05,10.75,1.1
4523,10.0,0.1,13.35,2.73
4311,0.0,0.0,17.14,0.0
2303,0.0,0.0,7.74,0.0
2707,5.0,0.05,27.58,2.83
1239,0.0,0.0,16.3,0.0
904,5.0,0.05,15.55,1.59
4244,0.0,0.0,23.78,0.0
3160,0.0,0.0,12.01,0.0
4005,0.0,0.0,21.48,0.0
508,5.0,0.05,15.68,1.61
4511,0.0,0.0,21.48,0.0
184,0.0,0.0,30.68,0.0
4336,0.0,0.0,13.17,0.0
1498,0.0,0.0,19.24,0.0
3888,10.0,0.1,13.38,2.74
322,5.0,0.05,13.03,1.33
2520,5.0,0.05,12.95,1.33
1534,0.0,0.0,22.02,0.0
3814,5.0,0.05,20.64,2.11
2396,5.0,0.05,19.95,2.04
2701,0.0,0.0,17.9,0.0
4626,0.0,0.0,21.25,0.0
2660,0.0,0.0,17.59,0.0
4448,0.0,0.0,19.84,0.0
1147,20.0,0.2,13.1,5.32
4474,0.0,0.0,19.88,0.0
45,5.0,0.05,17.24,1.76
2526,0.0,0.0,21.86,0.0
3467,0.0,0.0,21.13,0.0
1850,5.0,0.05,17.85,1.83
1379,0.0,0.0,21.2,0.0
4845,25.0,0.25,11.26,5.68
3028,0.0,0.0,20.29,0.0
414,0.0,0.0,19.85,0.0
2174,0.0,0.0,20.6,0.0
1408,0.0,0.0,15.78,0.0
2125,5.0,0.05,19.42,1.99
802,5.0,0.05,7.42,0.76
1289,0.0,0.0,16.97,0.0
2198,0.0,0.0,20.93,0.0
2458,5.0,0.05,16.1,1.65
1722,5.0,0.05,17.89,1.83
2334,5.0,0.05,26.06,2.67
257,5.0,0.05,16.68,1.71
4540,0.0,0.0,15.3,0.0
1715,0.0,0.0,8.3,0.0
1152,0.0,0.0,23.19,0.0
2317,30.0,0.3,12.95,7.86
648,0.0,0.0,9.36,0.0
4495,0.0,0.0,11.5,0.0
4245,5.0,0.05,14.09,1.44
4217,0.0,0.0,12.77,0.0
3787,0.0,0.0,20.33,0.0
1316,0.0,0.0,28.54,0.0
2030,5.0,0.05,15.53,1.59
3254,0.0,0.0,28.08,0.0
2481,0.0,0.0,21.39,0.0
3728,0.0,0.0,15.83,0.0
1351,5.0,0.05,17.26,1.77
2516,5.0,0.05,18.86,1.93
113,0.0,0.0,22.46,0.0
3149,5.0,0.05,17.8,1.82
264,0.0,0.0,19.96,0.0
1394,0.0,0.0,23.67,0.0
1906,0.0,0.0,24.18,0.0
1187,0.0,0.0,22.18,0.0
2368,0.0,0.0,16.57,0.0
57,0.0,0.0,17.89,0.0
1310,0.0,0.0,18.03,0.0
696,0.0,0.0,22.36,0.0
4213,0.0,0.0,22.14,0.0
4763,20.0,0.2,14.35,5.85
1752,0.0,0.0,20.12,0.0
1925,0.0,0.0,22.19,0.0
4031,5.0,0.05,16.03,1.64
320,0.0,0.0,11.32,0.0
2338,5.0,0.05,15.01,1.54
683,0.0,0.0,15.48,0.0
2331,15.0,0.15,14.99,4.58
4697,0.0,0.0,18.28,0.0
3566,0.0,0.0,13.92,0.0
3524,0.0,0.0,16.31,0.0
3857,10.0,0.1,7.3,1.49
287,0.0,0.0,16.47,0.0
2187,10.0,0.1,17.27,3.52
4274,0.0,0.0,17.1,0.0
3362,10.0,0.1,13.15,2.69
1745,15.0,0.15,17.98,5.49
1741,5.0,0.05,8.8,0.9
3516,20.0,0.2,9.43,3.83
1836,5.0,0.05,19.13,1.96
2099,0.0,0.0,9.44,0.0
737,5.0,0.05,17.29,1.77
3351,5.0,0.05,17.41,1.78
337,5.0,0.05,16.51,1.69
3502,0.0,0.0,20.9,0.0
4562,0.0,0.0,12.7,0.0
2657,20.0,0.2,16.88,6.86
4415,0.0,0.0,22.16,0.0
1072,5.0,0.05,14.7,1.5
2306,0.0,0.0,15.2,0.0
1698,5.0,0.05,27.98,2.87
3593,0.0,0.0,21.23,0.0
3634,10.0,0.1,18.72,3.83
4123,20.0,0.2,12.18,4.95
4955,0.0,0.0,15.3,0.0
3382,0.0,0.0,24.2,0.0
1489,0.0,0.0,18.44,0.0
499,0.0,0.0,13.91,0.0
4355,0.0,0.0,16.34,0.0
3246,5.0,0.05,18.92,1.94
2573,0.0,0.0,14.12,0.0
2601,0.0,0.0,17.69,0.0
3289,25.0,0.25,11.0,5.58
4423,0.0,0.0,18.6,0.0
2146,0.0,0.0,13.75,0.0
1611,0.0,0.0,12.03,0.0
2352,0.0,0.0,22.36,0.0
4202,0.0,0.0,14.03,0.0
3249,5.0,0.05,24.92,2.55
1023,0.0,0.0,20.56,0.0
2298,5.0,0.05,18.75,1.92
4897,0.0,0.0,15.44,0.0
2705,5.0,0.05,20.57,2.11
3079,0.0,0.0,13.35,0.0
2046,5.0,0.05,12.6,1.29
666,5.0,0.05,11.86,1.22
3951,0.0,0.0,22.39,0.0
2654,10.0,0.1,9.65,1.97
1927,10.0,0.1,9.38,1.91
4276,5.0,0.05,22.85,2.34
2182,15.0,0.15,18.33,5.6
1018,5.0,0.05,19.02,1.95
558,0.0,0.0,16.07,0.0
2415,25.0,0.25,14.58,7.41
1208,0.0,0.0,20.21,0.0
3868,0.0,0.0,20.47,0.0
2672,0.0,0.0,26.33,0.0
4380,5.0,0.05,13.52,1.39
1511,0.0,0.0,10.89,0.0
4288,0.0,0.0,22.21,0.0
246,30.0,0.3,7.43,4.46
1164,5.0,0.05,13.67,1.4
4400,0.0,0.0,22.81,0.0
267,0.0,0.0,12.65,0.0
3075,0.0,0.0,30.25,0.0
1115,0.0,0.0,26.39,0.0
64,0.0,0.0,14.87,0.0
2608,0.0,0.0,17.64,0.0
4972,5.0,0.05,19.26,1.97
2979,5.0,0.05,21.42,2.19
3027,0.0,0.0,24.93,0.0
3092,0.0,0.0,31.54,0.0
3920,0.0,0.0,17.05,0.0
4352,0.0,0.0,14.46,0.0
2275,10.0,0.1,13.05,2.66
2578,0.0,0.0,18.8,0.0
3517,5.0,0.05,12.16,1.25
1238,5.0,0.05,10.85,1.11
104,0.0,0.0,24.03,0.0
2659,0.0,0.0,15.31,0.0
273,10.0,0.1,14.05,2.87
509,0.0,0.0,16.66,0.0
4347,0.0,0.0,24.05,0.0
4944,5.0,0.05,17.93,1.84
4075,5.0,0.05,15.87,1.62
866,5.0,0.05,13.25,1.36
4198,0.0,0.0,25.27,0.0
909,5.0,0.05,19.0,1.95
3476,5.0,0.05,19.19,1.96
4110,5.0,0.05,21.42,2.19
3915,5.0,0.05,22.3,2.29
1628,25.0,0.25,13.86,7.03
4973,0.0,0.0,22.81,0.0
1523,0.0,0.0,24.4,0.0
836,10.0,0.1,14.97,3.05
359,10.0,0.1,10.91,2.23
139,5.0,0.05,25.87,2.65
300,0.0,0.0,18.53,0.0
1557,0.0,0.0,14.28,0.0
1004,5.0,0.05,28.78,2.95
383,0.0,0.0,9.35,0.0
942,0.0,0.0,13.84,0.0
4228,0.0,0.0,21.82,0.0
4553,0.0,0.0,21.25,0.0
762,15.0,0.15,13.95,4.27
1731,0.0,0.0,22.46,0.0
2824,0.0,0.0,16.41,0.0
4731,0.0,0.0,19.28,0.0
2102,0.0,0.0,12.63,0.0
4609,0.0,0.0,22.96,0.0
899,5.0,0.05,17.11,1.75
4018,5.0,0.05,19.66,2.02
3803,0.0,0.0,24.27,0.0
1403,5.0,0.05,14.83,1.52
2380,5.0,0.05,19.09,1.96
3804,0.0,0.0,17.98,0.0
4397,0.0,0.0,23.78,0.0
2971,5.0,0.05,16.34,1.67
1513,0.0,0.0,20.5,0.0
1189,0.0,0.0,27.36,0.0
3771,0.0,0.0,18.63,0.0
4929,5.0,0.05,21.58,2.21
3895,0.0,0.0,16.42,0.0
3949,5.0,0.05,16.43,1.68
109,0.0,0.0,24.26,0.0
2749,5.0,0.05,19.43,1.99
2324,0.0,0.0,19.8,0.0
3504,10.0,0.1,10.15,2.07
59,5.0,0.05,16.57,1.7
77,5.0,0.05,19.47,2.0
797,0.0,0.0,24.28,0.0
369,0.0,0.0,17.03,0.0
4916,0.0,0.0,13.69,0.0
786,0.0,0.0,24.37,0.0
2104,5.0,0.05,21.42,2.19
4392,10.0,0.1,26.09,5.33
2035,0.0,0.0,18.67,0.0
2124,0.0,0.0,21.88,0.0
3779,0.0,0.0,16.9,0.0
2414,0.0,0.0,24.16,0.0
1729,5.0,0.05,32.06,3.29
122,15.0,0.15,10.5,3.21
1871,0.0,0.0,22.57,0.0
2385,0.0,0.0,26.27,0.0
3661,0.0,0.0,17.05,0.0
911,0.0,0.0,23.41,0.0
125,5.0,0.05,19.61,2.01
4478,0.0,0.0,27.33,0.0
1587,5.0,0.05,20.96,2.15
1258,0.0,0.0,19.61,0.0
3457,0.0,0.0,26.79,0.0
3497,5.0,0.05,15.97,1.64
3399,5.0,0.05,13.56,1.39
1179,0.0,0.0,15.22,0.0
2856,5.0,0.05,18.64,1.91
3486,0.0,0.0,27.87,0.0
4589,0.0,0.0,7.03,0.0
2119,5.0,0.05,16.05,1.64
443,15.0,0.15,19.78,6.03
3101,0.0,0.0,21.44,0.0
2887,10.0,0.1,16.39,3.34
926,0.0,0.0,24.23,0.0
2348,5.0,0.05,16.34,1.67
2375,5.0,0.05,17.47,1.79
4781,15.0,0.15,12.49,3.82
1412,0.0,0.0,25.27,0.0
3483,0.0,0.0,23.82,0.0
3023,5.0,0.05,20.12,2.06
1510,5.0,0.05,17.4,1.78
1228,0.0,0.0,19.67,0.0
3619,5.0,0.05,15.27,1.56
2371,0.0,0.0,21.73,0.0
3529,0.0,0.0,18.76,0.0
2165,25.0,0.25,14.11,7.17
3296,0.0,0.0,16.9,0.0
325,5.0,0.05,26.35,2.7
3095,0.0,0.0,18.61,0.0
3272,5.0,0.05,19.6,2.01
2037,5.0,0.05,13.52,1.38
3314,5.0,0.05,17.77,1.82
3051,5.0,0.05,20.28,2.08
1499,5.0,0.05,20.15,2.06
1503,5.0,0.05,25.71,2.63
1007,5.0,0.05,19.83,2.03
2635,0.0,0.0,27.24,0.0
4909,15.0,0.15,11.18,3.41
3533,0.0,0.0,22.73,0.0
1468,0.0,0.0,14.37,0.0
1226,0.0,0.0,23.45,0.0
2006,0.0,0.0,29.28,0.0
2283,0.0,0.0,22.0,0.0
2111,0.0,0.0,24.3,0.0
1217,5.0,0.05,13.07,1.34
3995,0.0,0.0,21.6,0.0
4287,0.0,0.0,21.34,0.0
421,0.0,0.0,21.52,0.0
3438,5.0,0.05,11.28,1.16
7,0.0,0.0,19.54,0.0
933,0.0,0.0,22.64,0.0
1692,0.0,0.0,18.81,0.0
440,0.0,0.0,20.36,0.0
1314,5.0,0.05,24.2,2.48
679,5.0,0.05,24.28,2.49
4180,0.0,0.0,23.57,0.0
4621,5.0,0.05,13.83,1.42
2003,0.0,0.0,25.59,0.0
2479,5.0,0.05,8.88,0.91
4644,5.0,0.05,18.21,1.87
2903,5.0,0.05,18.97,1.94
2534,0.0,0.0,21.69,0.0
4943,15.0,0.15,14.91,4.54
4056,0.0,0.0,21.34,0.0
3942,0.0,0.0,23.72,0.0
4255,30.0,0.3,13.3,8.04
2793,5.0,0.05,14.13,1.45
2656,0.0,0.0,16.49,0.0
195,0.0,0.0,15.56,0.0
1475,5.0,0.05,16.05,1.64
4297,0.0,0.0,19.05,0.0
1212,10.0,0.1,14.55,2.97
2756,0.0,0.0,15.49,0.0
1658,0.0,0.0,7.94,0.0
2716,20.0,0.2,14.0,5.7
3035,0.0,0.0,27.82,0.0
4095,15.0,0.15,19.36,5.92
3627,0.0,0.0,18.27,0.0
1873,0.0,0.0,14.2,0.0
1878,0.0,0.0,27.61,0.0
1131,30.0,0.3,11.02,6.69
1462,0.0,0.0,17.46,0.0
277,5.0,0.05,15.42,1.58
4873,5.0,0.05,16.6,1.7
2347,0.0,0.0,23.29,0.0
2312,0.0,0.0,22.16,0.0
1303,0.0,0.0,20.6,0.0
3065,0.0,0.0,24.6,0.0
223,5.0,0.05,18.45,1.89
4651,0.0,0.0,19.96,0.0
4384,0.0,0.0,19.66,0.0
574,0.0,0.0,22.61,0.0
1237,0.0,0.0,16.11,0.0
3561,0.0,0.0,22.94,0.0
3689,0.0,0.0,22.28,0.0
1335,30.0,0.3,13.93,8.47
2810,0.0,0.0,19.63,0.0
419,5.0,0.05,13.91,1.43
268,0.0,0.0,14.7,0.0
1105,5.0,0.05,16.14,1.65
258,0.0,0.0,9.72,0.0
296,0.0,0.0,30.82,0.0
2532,0.0,0.0,13.76,0.0
387,0.0,0.0,19.74,0.0
3324,0.0,0.0,16.17,0.0
3106,5.0,0.05,10.16,1.04
2575,0.0,0.0,22.26,0.0
4047,10.0,0.1,21.97,4.49
4346,0.0,0.0,18.79,0.0
4129,0.0,0.0,23.34,0.0
4162,0.0,0.0,11.42,0.0
4395,0.0,0.0,21.54,0.0
1564,5.0,0.05,14.7,1.5
1920,5.0,0.05,8.18,0.84
1401,5.0,0.05,22.95,2.35
713,0.0,0.0,18.56,0.0
2365,0.0,0.0,22.05,0.0
2943,5.0,0.05,16.72,1.71
210,10.0,0.1,16.9,3.45
3962,0.0,0.0,23.95,0.0
1290,0.0,0.0,16.08,0.0
2615,5.0,0.05,14.87,1.52
450,0.0,0.0,23.9,0.0
4103,5.0,0.05,13.9,1.42
2585,0.0,0.0,23.84,0.0
1821,0.0,0.0,16.01,0.0
959,0.0,0.0,17.18,0.0
1794,5.0,0.05,18.41,1.89
4952,5.0,0.05,19.47,1.99
655,5.0,0.05,10.57,1.08
2423,0.0,0.0,18.25,0.0
3871,0.0,0.0,23.97,0.0
2408,10.0,0.1,14.06,2.87
1761,0.0,0.0,25.96,0.0
2370,0.0,0.0,17.81,0.0
3940,0.0,0.0,16.14,0.0
4370,0.0,0.0,29.81,0.0
412,5.0,0.05,21.5,2.2
1775,0.0,0.0,13.71,0.0
4463,0.0,0.0,22.56,0.0
2202,0.0,0.0,21.05,0.0
4092,5.0,0.05,16.41,1.68
3723,5.0,0.05,18.31,1.88
4322,5.0,0.05,14.0,1.43
4785,5.0,0.05,21.73,2.23
3721,0.0,0.0,11.93,0.0
4641,0.0,0.0,15.0,0.0
4687,0.0,0.0,13.23,0.0
3575,5.0,0.05,16.82,1.72
1984,5.0,0.05,10.83,1.11
3383,0.0,0.0,28.44,0.0
4151,0.0,0.0,21.78,0.0
3587,5.0,0.05,17.88,1.83
431,0.0,0.0,18.78,0.0
3124,0.0,0.0,26.38,0.0
3838,5.0,0.05,18.31,1.87
1367,5.0,0.05,19.8,2.03
2611,5.0,0.05,13.41,1.37
3840,0.0,0.0,24.76,0.0
1177,0.0,0.0,20.26,0.0
3348,0.0,0.0,27.19,0.0
1477,0.0,0.0,16.96,0.0
3168,30.0,0.3,14.63,8.88
4969,5.0,0.05,18.8,1.92
103,0.0,0.0,22.81,0.0
1943,5.0,0.05,15.24,1.56
4925,0.0,0.0,20.73,0.0
1264,0.0,0.0,15.0,0.0
3378,5.0,0.05,17.94,1.84
3154,5.0,0.05,19.2,1.97
4510,5.0,0.05,24.9,2.55
3077,0.0,0.0,27.53,0.0
2755,0.0,0.0,24.39,0.0
3604,0.0,0.0,20.93,0.0
3905,0.0,0.0,17.58,0.0
2989,0.0,0.0,21.34,0.0
1644,15.0,0.15,10.86,3.32
4516,5.0,0.05,7.09,0.73
1,10.0,0.1,18.03,3.68
1581,5.0,0.05,9.11,0.93
4433,5.0,0.05,20.04,2.05
4126,5.0,0.05,19.6,2.01
1357,0.0,0.0,21.69,0.0
3407,5.0,0.05,17.71,1.81
2343,0.0,0.0,17.97,0.0
2406,15.0,0.15,14.23,4.35
2053,5.0,0.05,27.0,2.76
2234,0.0,0.0,17.0,0.0
397,5.0,0.05,22.49,2.3
4115,0.0,0.0,17.84,0.0
1065,0.0,0.0,22.86,0.0
4624,0.0,0.0,22.03,0.0
2169,0.0,0.0,18.44,0.0
819,0.0,0.0,22.28,0.0
1813,0.0,0.0,22.45,0.0
2568,5.0,0.05,19.46,1.99
1553,5.0,0.05,14.17,1.45
3136,0.0,0.0,25.54,0.0
817,5.0,0.05,15.94,1.63
1573,5.0,0.05,19.92,2.04
4526,5.0,0.05,15.22,1.56
1801,5.0,0.05,16.0,1.64
4946,0.0,0.0,23.96,0.0
382,5.0,0.05,19.03,1.95
3334,0.0,0.0,20.26,0.0
3842,5.0,0.05,16.52,1.69
2310,5.0,0.05,19.9,2.04
3520,0.0,0.0,18.21,0.0
4941,0.0,0.0,29.62,0.0
1781,10.0,0.1,17.23,3.52
2742,25.0,0.25,14.45,7.33
2623,5.0,0.05,20.87,2.14
2349,0.0,0.0,20.16,0.0
865,0.0,0.0,18.12,0.0
3036,10.0,0.1,13.0,2.66
3180,0.0,0.0,30.48,0.0
555,0.0,0.0,20.06,0.0
1160,5.0,0.05,14.93,1.53
1214,0.0,0.0,25.79,0.0
4236,0.0,0.0,22.21,0.0
3617,10.0,0.1,14.51,2.96
49,5.0,0.05,15.98,1.64
3164,5.0,0.05,14.77,1.51
701,5.0,0.05,14.54,1.49
653,0.0,0.0,24.25,0.0
3882,5.0,0.05,17.51,1.79
3327,0.0,0.0,20.44,0.0
749,30.0,0.3,11.65,7.06
1456,0.0,0.0,17.11,0.0
4205,0.0,0.0,29.46,0.0
2101,0.0,0.0,20.82,0.0
2025,0.0,0.0,19.71,0.0
867,0.0,0.0,18.79,0.0
753,0.0,0.0,17.25,0.0
1645,10.0,0.1,15.38,3.13
93,5.0,0.05,13.22,1.35
4608,0.0,0.0,22.7,0.0
3117,0.0,0.0,22.14,0.0
2448,0.0,0.0,20.73,0.0
2645,15.0,0.15,18.19,5.56
1491,0.0,0.0,18.89,0.0
2911,0.0,0.0,18.64,0.0
4374,0.0,0.0,20.74,0.0
730,0.0,0.0,18.68,0.0
2733,10.0,0.1,17.19,3.51
2487,0.0,0.0,21.16,0.0
3997,0.0,0.0,11.92,0.0
1937,0.0,0.0,21.27,0.0
1746,5.0,0.05,19.89,2.04
4450,0.0,0.0,13.65,0.0
4020,0.0,0.0,17.51,0.0
4102,5.0,0.05,19.37,1.98
1958,0.0,0.0,20.12,0.0
1111,10.0,0.1,18.29,3.74
3353,0.0,0.0,27.38,0.0
4051,0.0,0.0,15.98,0.0
4482,0.0,0.0,16.64,0.0
4167,5.0,0.05,10.11,1.04
347,10.0,0.1,11.84,2.41
1186,5.0,0.05,9.08,0.93
4025,0.0,0.0,22.62,0.0
1516,20.0,0.2,14.65,5.96
4680,0.0,0.0,27.92,0.0
579,10.0,0.1,9.44,1.93
1965,0.0,0.0,20.64,0.0
76,0.0,0.0,23.13,0.0
1430,0.0,0.0,14.33,0.0
3752,0.0,0.0,19.77,0.0
4441,0.0,0.0,18.33,0.0
4324,15.0,0.15,14.56,4.46
4963,0.0,0.0,21.06,0.0
1847,15.0,0.15,14.22,4.35
132,5.0,0.05,15.53,1.59
179,0.0,0.0,11.06,0.0
2965,0.0,0.0,21.18,0.0
4477,25.0,0.25,8.93,4.5
2711,0.0,0.0,16.87,0.0
4702,0.0,0.0,17.56,0.0
1843,5.0,0.05,18.33,1.88
2218,0.0,0.0,23.74,0.0
3594,0.0,0.0,15.14,0.0
2389,0.0,0.0,15.88,0.0
605,0.0,0.0,15.98,0.0
2643,30.0,0.3,5.94,3.55
26,0.0,0.0,15.81,0.0
659,0.0,0.0,14.26,0.0
1897,0.0,0.0,9.83,0.0
3545,5.0,0.05,26.0,2.66
4769,0.0,0.0,16.71,0.0
174,0.0,0.0,9.82,0.0
1612,30.0,0.3,6.18,3.76
438,0.0,0.0,16.12,0.0
332,5.0,0.05,22.56,2.31
1455,5.0,0.05,23.3,2.39
343,0.0,0.0,17.01,0.0
3214,5.0,0.05,7.42,0.76
2562,0.0,0.0,18.39,0.0
1089,0.0,0.0,31.53,0.0
480,0.0,0.0,20.49,0.0
728,0.0,0.0,18.85,0.0
3802,0.0,0.0,16.77,0.0
977,0.0,0.0,23.34,0.0
2054,0.0,0.0,26.45,0.0
2993,0.0,0.0,22.77,0.0
1929,10.0,0.1,9.86,2.01
1469,5.0,0.05,24.04,2.46
1225,0.0,0.0,8.72,0.0
3729,0.0,0.0,17.69,0.0
1953,0.0,0.0,18.33,0.0
4841,0.0,0.0,14.14,0.0
4616,5.0,0.05,25.96,2.66
1893,5.0,0.05,13.17,1.35
1300,0.0,0.0,19.51,0.0
3806,0.0,0.0,23.75,0.0
4610,0.0,0.0,25.85,0.0
661,0.0,0.0,9.65,0.0
4761,0.0,0.0,22.94,0.0
2410,5.0,0.05,14.11,1.45
4571,0.0,0.0,24.05,0.0
2992,5.0,0.05,21.67,2.22
4735,0.0,0.0,12.28,0.0
3067,5.0,0.05,25.86,2.65
2719,10.0,0.1,19.44,3.97
3614,0.0,0.0,15.76,0.0
3207,0.0,0.0,16.42,0.0
1279,0.0,0.0,20.35,0.0
3086,0.0,0.0,18.45,0.0
1622,0.0,0.0,21.11,0.0
3692,0.0,0.0,17.01,0.0
2847,0.0,0.0,22.18,0.0
68,5.0,0.05,20.05,2.06
4265,0.0,0.0,15.0,0.0
4627,30.0,0.3,6.86,4.13
3809,0.0,0.0,23.56,0.0
821,0.0,0.0,16.11,0.0
1227,0.0,0.0,20.6,0.0
3007,15.0,0.15,8.37,2.55
4273,5.0,0.05,14.92,1.53
2759,0.0,0.0,22.58,0.0
4468,30.0,0.3,9.47,5.72
4280,0.0,0.0,12.8,0.0
3365,30.0,0.3,13.73,8.34
1144,0.0,0.0,13.85,0.0
398,0.0,0.0,19.1,0.0
2922,0.0,0.0,24.76,0.0
4312,5.0,0.05,19.72,2.02
3037,5.0,0.05,15.87,1.62
1399,0.0,0.0,21.55,0.0
1660,5.0,0.05,19.38,1.98
980,10.0,0.1,12.01,2.46
1299,5.0,0.05,17.28,1.77
3419,0.0,0.0,16.45,0.0
83,5.0,0.05,19.48,1.99
3709,10.0,0.1,14.87,3.03
2474,30.0,0.3,10.52,6.34
3758,0.0,0.0,22.15,0.0
3800,0.0,0.0,18.53,0.0
2304,0.0,0.0,17.57,0.0
424,0.0,0.0,8.29,0.0
4350,5.0,0.05,13.69,1.4
1905,5.0,0.05,19.8,2.03
4625,0.0,0.0,23.71,0.0
4120,0.0,0.0,18.21,0.0
4317,5.0,0.05,19.64,2.01
1566,0.0,0.0,23.68,0.0
3371,0.0,0.0,23.01,0.0
840,0.0,0.0,20.94,0.0
501,10.0,0.1,5.39,1.1
142,25.0,0.25,12.93,6.55
1378,0.0,0.0,22.57,0.0
4016,5.0,0.05,14.37,1.47
3260,0.0,0.0,16.06,0.0
1139,5.0,0.05,17.45,1.79
3097,0.0,0.0,22.17,0.0
1788,15.0,0.15,14.36,4.39
2582,0.0,0.0,25.45,0.0
551,0.0,0.0,22.37,0.0
3115,0.0,0.0,19.77,0.0
2020,10.0,0.1,17.74,3.62
949,0.0,0.0,22.04,0.0
2276,10.0,0.1,14.59,2.98
533,5.0,0.05,16.22,1.66
1830,10.0,0.1,16.5,3.37
2933,5.0,0.05,23.65,2.42
4429,5.0,0.05,16.07,1.64
3890,0.0,0.0,17.34,0.0
1603,0.0,0.0,29.87,0.0
640,0.0,0.0,21.7,0.0
4843,0.0,0.0,15.01,0.0
968,5.0,0.05,14.63,1.5
4248,0.0,0.0,20.2,0.0
2641,10.0,0.1,14.29,2.92
1684,5.0,0.05,21.64,2.21
4481,5.0,0.05,20.53,2.1
2358,0.0,0.0,17.29,0.0
156,0.0,0.0,21.64,0.0
2630,0.0,0.0,25.5,0.0
4160,0.0,0.0,25.52,0.0
1090,5.0,0.05,16.35,1.67
3821,0.0,0.0,28.86,0.0
4251,0.0,0.0,21.95,0.0
289,10.0,0.1,21.37,4.37
931,5.0,0.05,19.88,2.04
2551,0.0,0.0,14.43,0.0
2278,0.0,0.0,25.29,0.0
3387,5.0,0.05,12.3,1.26
2699,5.0,0.05,17.27,1.77
3894,0.0,0.0,17.19,0.0
943,5.0,0.05,17.18,1.76
3878,15.0,0.15,18.59,5.68
4673,5.0,0.05,17.17,1.76
1699,5.0,0.05,14.83,1.52
4719,0.0,0.0,20.96,0.0
3197,0.0,0.0,15.67,0.0
2522,0.0,0.0,24.14,0.0
2827,0.0,0.0,22.34,0.0
986,5.0,0.05,17.81,1.82
2788,0.0,0.0,25.03,0.0
3083,0.0,0.0,20.53,0.0
2584,20.0,0.2,13.01,5.29
4788,15.0,0.15,8.92,2.72
982,5.0,0.05,19.23,1.97
2750,0.0,0.0,16.77,0.0
2446,5.0,0.05,21.77,2.23
4698,5.0,0.05,19.43,1.99
2958,5.0,0.05,27.68,2.84
3544,5.0,0.05,17.58,1.8
4708,5.0,0.05,18.86,1.93
1458,0.0,0.0,23.74,0.0
1396,0.0,0.0,18.99,0.0
265,25.0,0.25,12.14,6.15
3683,5.0,0.05,16.28,1.67
930,5.0,0.05,18.02,1.85
3076,10.0,0.1,10.6,2.17
2708,0.0,0.0,10.64,0.0
247,0.0,0.0,25.63,0.0
3608,0.0,0.0,16.96,0.0
1759,5.0,0.05,19.6,2.01
4915,0.0,0.0,21.72,0.0
2826,0.0,0.0,17.66,0.0
924,10.0,0.1,11.9,2.43
3096,0.0,0.0,19.59,0.0
269,10.0,0.1,18.1,3.69
670,0.0,0.0,13.95,0.0
2751,30.0,0.3,15.37,9.29
1911,0.0,0.0,24.9,0.0
3001,0.0,0.0,26.32,0.0
1153,5.0,0.05,19.79,2.03
4828,5.0,0.05,17.73,1.82
3471,0.0,0.0,10.32,0.0
4252,0.0,0.0,18.01,0.0
3896,0.0,0.0,22.07,0.0
2188,0.0,0.0,12.94,0.0
2998,5.0,0.05,15.87,1.62
1916,0.0,0.0,4.68,0.0
613,15.0,0.15,10.58,3.23
3751,0.0,0.0,14.6,0.0
4604,0.0,0.0,19.67,0.0
1899,0.0,0.0,17.85,0.0
1650,0.0,0.0,12.36,0.0
3169,10.0,0.1,10.45,2.13
259,5.0,0.05,17.15,1.76
848,5.0,0.05,23.02,2.36
4373,0.0,0.0,12.89,0.0
1234,5.0,0.05,25.13,2.57
1128,15.0,0.15,14.55,4.45
1968,5.0,0.05,19.18,1.96
559,0.0,0.0,17.81,0.0
4778,0.0,0.0,21.37,0.0
485,0.0,0.0,22.44,0.0
1321,15.0,0.15,11.58,3.54
2760,10.0,0.1,21.77,4.45
8,0.0,0.0,20.93,0.0
3460,0.0,0.0,22.18,0.0
3205,5.0,0.05,21.93,2.25
1451,0.0,0.0,13.74,0.0
3999,0.0,0.0,25.18,0.0
1815,0.0,0.0,23.53,0.0
774,5.0,0.05,25.19,2.58
1012,0.0,0.0,16.99,0.0
2834,0.0,0.0,15.09,0.0
2464,10.0,0.1,12.09,2.47
1992,5.0,0.05,17.97,1.84
1278,0.0,0.0,21.53,0.0
1784,5.0,0.05,17.87,1.83
4066,0.0,0.0,18.03,0.0
447,0.0,0.0,19.88,0.0
881,0.0,0.0,24.83,0.0
4470,0.0,0.0,7.58,0.0
782,0.0,0.0,22.49,0.0
1750,5.0,0.05,15.05,1.54
3404,0.0,0.0,30.14,0.0
4892,0.0,0.0,16.25,0.0
884,0.0,0.0,20.8,0.0
2945,10.0,0.1,12.49,2.55
1092,0.0,0.0,22.01,0.0
4672,0.0,0.0,11.3,0.0
532,5.0,0.05,14.64,1.5
4041,0.0,0.0,21.64,0.0
